anime_id,mal_id,title,english_title,japanese_title,user_preferred_title,type,episodes,duration,status,source,season,season_year,studios,main_studios,genres,tags,rating,score,mean_score,scored_by,rank,popularity,popularity_rank,members,favorites,watching,completed,on_hold,dropped,plan_to_watch,start_date,end_date,broadcast_day,broadcast_time,synopsis,country_of_origin,is_licensed,hashtag,cover_image_large,cover_image_color,banner_image,trailer_site,trailer_id,main_characters,main_staff,streaming_sites,is_adult,synonyms,site_url,updated_at,collected_at,data_source
7698,7698.0,Sangokushi Daisanbu Harukanaru Taichi,,三国志 第三部 遥かなる大地,Sangokushi Daisanbu Harukanaru Taichi,MOVIE,1.0,147,FINISHED,,SPRING 1994,1994,Toei Animation,Toei Animation,Action,Historical;Revenge;Ensemble Cast;Foreign;Gore;Military;Politics;Primarily Adult Cast;Primarily Male Cast;Classic Literature,,53.0,59,0,0,326,0,326,5,9,141,11,13,152,1994-04-09,1994-04-09,,,An anime based on the Romance of the Three Kingdoms novel. ,JP,True,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7698.jpg,#e45028,https://s4.anilist.co/file/anilistcdn/media/anime/banner/7698-XdZBhPL081Mx.jpg,,,Bei Liu,Takamura Mukuo (Art Director);Takamura Mukuo (Setting),,False,Sangokushi [3] Harukanaru Taichi,https://anilist.co/anime/7698,1754720512,2025-08-17T04:33:26.901108+00:00,anilist
5140,5140.0,Karaoke Senshi Mike-tarou,Karaoke Senshi Mike-tarou,カラオケ戦士 マイク次郎,Karaoke Senshi Mike-tarou,TV,20.0,20,FINISHED,MANGA,SPRING 1994,1994,Studio Kikan,,Music,Kids,,57.0,69,0,0,325,0,325,8,21,107,12,39,146,1994-04-04,1995-03-11,,,A story about kids fighting with Karaoke.,JP,True,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/5140-ItFAPplysb6H.jpg,#d6861a,,,,Jirou Suzuki,Yasushi Akimoto (Original Creator);Akitarou Daichi (Episode Director);Akitarou Daichi (Storyboard);Mariko Fujita (Animation Director);Yasushi Akimoto (Planning),,False,Karaoke Fighter Mike-tarou;Karaoke Senshi Mike Jirou;Karaoke Fighter Jiro Mike,https://anilist.co/anime/5140,1754191891,2025-08-17T04:33:26.901146+00:00,anilist
10774,10774.0,Soccer Fever,,サッカーフィーバー,Soccer Fever,TV,51.0,28,FINISHED,,SPRING 1994,1994,Tokyo Movie Shinsha,,Sports,Football;Foreign;Male Protagonist;Historical,,46.0,52,0,0,288,0,288,1,13,107,9,36,123,1994-04-04,1995-04-03,,,"Together with the hero of this series, Brian Thompson an ex-reporter, we get to relive the great games of the Football World Cup.<br><br> The story begins with the first selection which took place in Uruguay 1930 until 1994 when it was held in the United States. We also get a depiction of Thompson's life from his youth until now. <br><br> We also see the game brilliantly reborn through spectacular players like Franz Beckenbauer, M&uuml;ller Gard, Eusebio and the greatest of them all, Pel&eacute;.<br><br> (Source: A somewhat rough translation of a summary of the series from the French site ""Plan&eacute;te Jeunesse"")",JP,True,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/10774.jpg,#d6931a,,,,,Keitarou Motonaga (Episode Director);Marco Pagot (Original Creator);Gi Pagot (Original Creator),,False,,https://anilist.co/anime/10774,1755379206,2025-08-17T04:33:26.901171+00:00,anilist
17979,17979.0,Kiki to Lala no Papa to Mama ni Aitai,,キキとララのパパとママにあいたい,Kiki to Lala no Papa to Mama ni Aitai,OVA,1.0,18,FINISHED,,SPRING 1994,1994,Sanrio,,Fantasy,Kids;Twins,,46.0,50,0,0,258,0,258,0,6,128,3,21,100,1994-04-21,1994-04-21,,,This is one of the happiest days for Kiki and Lala as they receive a present sent to them by their parents.,JP,True,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/17979.jpg,#f15dbb,,,,Kiki;Lala,Masami Hata (Director);Masami Hata (Script),,False,,https://anilist.co/anime/17979,1754709033,2025-08-17T04:33:26.901193+00:00,anilist
17985,17985.0,Kero Kero Keroppi no Boku-tachi no Takaramono,,けろけろけろっぴのぼくたちのたからもの,Kero Kero Keroppi no Boku-tachi no Takaramono,OVA,1.0,30,FINISHED,,SPRING 1994,1994,Sanrio,,Comedy,Kids;Animals;Anthropomorphism,,43.0,45,0,0,212,0,212,0,6,95,2,25,84,1994-03-21,1994-03-21,,,,JP,True,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/17985.jpg,#bb8635,,,,Keroppi Hasunoue,Masami Hata (Director);Kenji Terada (Screenplay),,False,,https://anilist.co/anime/17985,1754093070,2025-08-17T04:33:26.901216+00:00,anilist
19731,19731.0,Osamu to Musashi,Osamu and Musashi,オサムとムサシ,Osamu to Musashi,MOVIE,1.0,20,FINISHED,ORIGINAL,SPRING 1994,1994,,,Adventure;Fantasy,Kids,,48.0,54,0,0,207,0,207,0,3,99,3,16,86,1994-04-25,1994-04-25,,,"The animation was produced for the Tezuka Osamu Manga Museum, thus it features scenes from the ""life and nature"" of Tezuka Osamu's childhood, themes that are central to the museum as a whole, through exchanges between the boy Osamu and the carabid beetle (Osamushi) who provided the origin for the artist's name.<br><br> (Source: tezukaosamu.net)",JP,True,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/19731.jpg,#e46b43,,,,,Makoto Tezuka (Original Creator);Rintarou (Director);Akio Sugino (Character Design);Seiji Morita (Editing);Isao Tomita (Music),,False,,https://anilist.co/anime/19731,1754707466,2025-08-17T04:33:26.901240+00:00,anilist
2642,2642.0,Dorami-chan: Aoi Straw Hat,,ドラミちゃん 青いストローハット,Dorami-chan: Aoi Straw Hat,MOVIE,1.0,15,FINISHED,,SPRING 1994,1994,,,Fantasy,,,48.0,54,0,0,203,0,203,0,5,121,6,19,52,1994-03-12,1994-03-12,,,N/A,JP,True,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/2642.jpg,#e4bb50,,,,,,,False,Dorami-chan: A Blue Straw Hat,https://anilist.co/anime/2642,1754724736,2025-08-17T04:33:26.901258+00:00,anilist
17624,17624.0,Omakase Scrappers,,おまかせ スクラッパーズ,Omakase Scrappers,TV,39.0,25,FINISHED,,SPRING 1994,1994,ACC Production,,Adventure;Comedy;Sci-Fi,,,,64,0,0,190,0,190,7,7,73,3,27,80,1994-04-07,1995-01-05,,,"The age of space, where humans create androids called ""Workbots"" to support their daily lives and live in harmony. A child named Chusuke Uta founds his own jack-of-all trades service with old workbots, where they help with anything from moving to idol protection. Only society and their greed for progress by newer workbots are the only competition that stands in Chusuke and his robot co-workers' way.",JP,True,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx17624-tk2ab6NHMzhN.jpg,#e4a15d,,,,,"Seiji Okuda (Episode Director (eps 6, 12));Toshio Mori (Animation Director (eps 2, 8, 15, 21, 28, 34));Eisaku Inoue (Animation Director (eps 22, 35));Jouji Kikuchi (Animation Director (eps 3, 9));Hiroyuki Hoshiyama (Script (eps 1, 2, 6, 11, 12, 17, 22, 27, 31, 35, 39))",,False,,https://anilist.co/anime/17624,1754709196,2025-08-17T04:33:26.901283+00:00,anilist
12861,12861.0,Umeboshi Denka: Uchuu no Hate kara Panparopan!,,ウメ星デンカ 宇宙の果てからパンパロパン!,Umeboshi Denka: Uchuu no Hate kara Panparopan!,MOVIE,1.0,30,FINISHED,MANGA,SPRING 1994,1994,Shin-Ei Animation;Shogakukan;TV Asahi,Shin-Ei Animation,Comedy,,,44.0,48,0,0,179,0,179,0,11,87,6,20,55,1994-03-12,1994-03-12,,,,JP,True,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/12861.jpg,#e47850,,,,,F. Fujio Fujiko (Original Creator);Tetsuo Yasumi (Director);Takashi Miyano (Art Director);Masahiro Kumagai (Director of Photography);Yasuo Urakami (Sound Director),,False,,https://anilist.co/anime/12861,1755070226,2025-08-17T04:33:26.901308+00:00,anilist
17665,17665.0,Dohyou no Oni-tachi,,土俵の鬼たち,Dohyou no Oni-tachi,MOVIE,1.0,91,FINISHED,,SPRING 1994,1994,Studio DEEN,,Drama;Sports,Sumo;Historical,,,48,0,0,178,0,178,0,8,61,2,22,85,1994-05-21,1994-05-21,,,"Animated film about the life of the 45th Yokozuna, Wakanohana Kanji I.",JP,True,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/17665.jpg,#e4a128,,,,,Naoyuki Yoshinaga (Director),,False,Dohyo no Oni Tachi,https://anilist.co/anime/17665,1754594834,2025-08-17T04:33:26.901332+00:00,anilist
181828,27561.0,J League wo 100-bai Tanoshiku Miru Houhou!!,,Jリーグを100倍楽しく見る方法!!,J League wo 100-bai Tanoshiku Miru Houhou!!,MOVIE,1.0,105,FINISHED,,SPRING 1994,1994,Ajiado;Nichion;TBS,Ajiado,Comedy;Sports,Football;Primarily Adult Cast;Primarily Male Cast;Parody;Mixed Media,,,33,0,0,46,0,46,0,7,15,0,6,18,1994-06-11,1994-06-11,,,,JP,True,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b181828-Z7QPU2jvGIwo.png,#d61a28,,,,,Itsumichi Isomura (Director);Hisaichi Ishii (Character Design);Michishiro Yamada (Character Design);Kanako Nomura (Art Director);Hisao Shirai  (Director of Photography),,False,,https://anilist.co/anime/181828,1754644449,2025-08-17T04:33:26.901357+00:00,anilist
323,323.0,Mousou Dairinin,Paranoia Agent,妄想代理人,Mousou Dairinin,TV,13.0,24,FINISHED,ORIGINAL,WINTER 2004,2004,MADHOUSE;Asmik Ace;Geneon Entertainment;Tohokushinsha Film Corporation;WOWOW;Techno Sound;Chaos Union,MADHOUSE,Drama;Mystery;Psychological;Supernatural;Thriller,Denpa;Crime;Detective;Ensemble Cast;Philosophy;Urban Fantasy;Police;Urban;Meta;Episodic,,76.0,76,0,0,111533,453,111533,3158,5016,44321,3441,2431,56324,2004-02-03,2004-05-18,,,"An elementary school kid dubbed with the title ""shounen bat"" or ""lil slugger"" has been going around attacking people with his bent, golden bat. Now, two detectives are investigating so they can stop this kid from making any more attacks, but they will find out soon enough... that this case is much more than they expected. <br><br> (Source: Anime News Network)",JP,True,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx323-ZGkUcJOn4ngy.png,#f1bb28,https://s4.anilist.co/file/anilistcdn/media/anime/banner/323-tQCOVrhiRgeU.jpg,youtube,eCEkZP2pGQw,Tsukiko Sagi;Shounen Bat;Keiichi Ikari;Mitsuhiro Maniwa;Maromi,Satoshi Kon (Original Creator);Satoshi Kon (Chief Director);Seishi Minakami (Series Composition);Masashi Andou (Character Design);Nobutaka Ike (Art Director),Crunchyroll,False,,https://anilist.co/anime/323,1755404137,2025-08-17T04:33:26.901406+00:00,anilist
801,801.0,Koukaku Kidoutai: Stand Alone Complex 2nd GIG,Ghost in the Shell: Stand Alone Complex 2nd GIG,攻殻機動隊 S.A.C. 2nd GIG,Koukaku Kidoutai: Stand Alone Complex 2nd GIG,TV,26.0,25,FINISHED,MANGA,WINTER 2004,2004,Production I.G;Bandai Visual;Dentsu;Victor Entertainment;Bandai Entertainment;Tokuma Shoten,Production I.G,Action;Mystery;Psychological;Sci-Fi,Police;Politics;Cyberpunk;Terrorism;Military;Philosophy;Conspiracy;Urban;Artificial Intelligence;Seinen,,84.0,84,0,102,39670,0,39670,1289,1239,20950,947,354,16180,2004-01-01,2005-01-08,,,"In a futuristic world where the internet and cybernetics has blurred the borders between societies; the members of Public Security Section 9 are reinstated to assist in solving numerous cases of cyber crime.<br><br> A spate of similar crimes committed by separate suicidal groups known as ""The Individual Eleven"" becomes the core focus for Section 9 as war approaches in the form of refugees flooding into the country. <br><br> (Source: Anime News Network)",JP,True,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx801-nF9RyvPJu6s4.jpg,,https://s4.anilist.co/file/anilistcdn/media/anime/banner/801-EtANUNZWAhbH.jpg,,,Motoko Kusanagi;Batou;Togusa;Pazu;Saito,Masamune Shirow (Original Creator);Ripa (Original Character Design);Kenji Kamiyama (Director);Kenji Kamiyama (Series Composition);Tetsuya Nishio (Character Design),Adult Swim;Netflix;Hoopla,False,Koukaku Kidoutai S.A.C. 2nd GIG;Ghost In The Shell S.A.C. 2nd GIG,https://anilist.co/anime/801,1755404106,2025-08-17T04:33:26.901473+00:00,anilist
974,974.0,Dead Leaves,Dead Leaves,デッド　リーブス,Dead Leaves,MOVIE,1.0,50,FINISHED,ORIGINAL,WINTER 2004,2004,Production I.G;Manga Entertainment,Production I.G,Action;Adventure;Comedy;Psychological;Sci-Fi,Primarily Adult Cast;Surreal Comedy;Anti-Hero;Delinquents;Fugitive;Amnesia;Guns;Gore;Slapstick;Crime,,69.0,69,0,0,24241,285,24241,373,294,12402,132,114,11299,2004-01-16,2004-01-16,,,"Pandy and Retro awaken naked on Earth with no recollection of their past. They embark on a devastating crime spree in search of food, clothing and transportation, but are captured by authorities and sent to the infamous lunar penitentiary named Dead Leaves. While incarcerated, they quickly discover that Dead Leaves is also a top-secret cloning facility, occupied by villainous guards and deformed genetic experiments. Ultra-manic chaos and hyper-violent bedlam ensue as they organize a prison break with the aid of their fellow mutant inmates. ",JP,True,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx974-tGKrYtZAg4Wz.png,#1a50d6,https://s4.anilist.co/file/anilistcdn/media/anime/banner/974-jODBbQJ98y5I.png,,,Retro;Pandy;Chinko Drill;666;777,Toonz Imai (Original Creator);Hiroyuki Imaishi (Director );Hiroyuki Imaishi (Character Design);Hiromasa Ogura (Art Director);Makoto Kogawa (Director of Photography),Tubi TV,False,,https://anilist.co/anime/974,1755400710,2025-08-17T04:33:26.901510+00:00,anilist
603,603.0,Futari wa Precure,Precure,ふたりはプリキュア,Futari wa Precure,TV,49.0,24,FINISHED,ORIGINAL,WINTER 2004,2004,Toei Animation;Asahi Production;Asatsu DK,Toei Animation,Action;Adventure;Comedy;Fantasy;Mahou Shoujo,Henshin;Female Protagonist;Primarily Female Cast;Episodic;Urban Fantasy;School;Kids;Magic;Superhero;Primarily Child Cast,,70.0,71,0,0,17893,0,17893,415,1820,7543,1251,786,6493,2004-02-01,2005-01-30,,,"Nagisa Misumi and Honoka Yukishiro couldn't be more different. Nagisa is sporty and Honoka bookish, and while they attend the same school, they have very little in common - until one day, a shower of shooting stars brings two very unlikely visitors into their lives: Mipple and Mepple, refugees from the Garden of Light, which has been conquered by Darkness. Endowed with new and startling powers, Nagisa and Honoka become Cure Black and Cure White, magical defenders of the light - together, they are Pretty Cure. <br><br> (Source: Anime News Network)",JP,True,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx603-sTv5PVWt8FGi.jpg,#5daee4,https://s4.anilist.co/file/anilistcdn/media/anime/banner/n603-FPlAxroSkLw5.jpg,,,Nagisa Misumi;Honoka Yukishiro;Mepple;Mipple;Queen,Izumi Toudou (Original Creator);Daisuke Nishio (Chief Director);Ryou Kawasaki (Series Composition);Akira Inagami (Character Design);Shinzou Yuki  (Art Design),Crunchyroll;Official Site;Tubi TV,False,Pretty Cure,https://anilist.co/anime/603,1755404192,2025-08-17T04:33:26.901546+00:00,anilist
158,158.0,Maria-sama ga Miteru,Maria Watches Over Us,マリア様がみてる,Maria-sama ga Miteru,TV,13.0,24,FINISHED,LIGHT_NOVEL,WINTER 2004,2004,Studio DEEN;Rondo Robe;TV Tokyo Music;Maiden Japan,Studio DEEN,Drama;Romance;Slice of Life,School;Yuri;Coming of Age;Boarding School;Female Protagonist;Primarily Female Cast;Ojou-sama;School Club;LGBTQ+ Themes;Shoujo,,69.0,70,0,0,17110,0,17110,196,544,5128,452,600,10386,2004-01-08,2004-04-01,,,"At Lillian Girls’ Academy, a renowned all-girls Catholic school, pairs of girls become soeurs, or “sisters”, in order to support and guide each other during their time at school. The shy Yumi Fukuzawa thought she was far too ordinary to attract a soeur as popular and beautiful as Sachiko Ogasawara, but for some reason, Sachiko has set her sights on Yumi — but why does she want to become Yumi’s soeur, anyway, and just what will become Sachiko’s soeur entail?<br> <br> (Source: Maiden Japan)",JP,True,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx158-8bOVtlzJmq1r.jpg,#d6bb78,https://s4.anilist.co/file/anilistcdn/media/anime/banner/n158-91k43g83o425.jpg,,,Yumi Fukuzawa;Rei Hasekura;Youko Mizuno;Sachiko Ogasawara;Sei Satou,Oyuki Konno (Original Creator);Hibiki Reine (Original Character Design);Yukihiro Matsushita (Director);Reiko Yoshida (Series Composition);Akira Matsushima (Character Design),HIDIVE,False,MariMite;La Vierge Marie Vous Regarde;The Virgin Mary is Watching You;MARIA OLHA POR NÓS,https://anilist.co/anime/158,1755349399,2025-08-17T04:33:26.901596+00:00,anilist
3287,3287.0,Tenkuu Danzai Skelter Heaven,,天空断罪スケルターヘブン,Tenkuu Danzai Skelter Heaven,OVA,1.0,19,FINISHED,VISUAL_NOVEL,WINTER 2004,2004,Idea Factory,Idea Factory,Action;Mecha;Sci-Fi,CGI;Aliens;Surreal Comedy;Female Protagonist;Artificial Intelligence;Primarily Female Cast;Cosmic Horror;Philosophy;Coming of Age;Primarily Teen Cast,,16.0,16,0,0,12444,0,12444,17,108,9806,42,134,2354,2004-12-08,2004-12-08,,,"In the distant future, a mysterious floating object appears suddenly in the center of the city. The top secret mission unit ""Alta Mira Agency"" or AA is comissioned by the Defense Agency to deal with this mysterious invader. In charge of the robot training is Hunagai Otsuya. He must choose one of the girls to recieve special training which she will recieve in secret. They must use the ""Battle Soles"" to push back the enemy even at the cost of their lives.<br><br> (Source: Anime News Network)",JP,True,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b3287-d7Z2RGeVmh5T.jpg,#e4a15d,https://s4.anilist.co/file/anilistcdn/media/anime/banner/3287-YruzuddRK7lM.jpg,,,Lin Ichika;Misaki Kashima;Midori Matsura;Hiroaki Mishima;Ayaka Matsumoto,"Idea Factory (Original Creator);Yoshiteru Satou (Director);Yoshiteru Satou (Script);Kenichi Oonuki (Animation Director);Minori Chihara (Theme Song Performance (OP, ED))",,False,Skelter+Heaven,https://anilist.co/anime/3287,1755364968,2025-08-17T04:33:26.901628+00:00,anilist
1023,1023.0,Wolf's Rain OVA,,ウルフズ・レイン,Wolf's Rain OVA,OVA,4.0,23,FINISHED,ORIGINAL,WINTER 2004,2004,bones;Asatsu DK;Bandai Entertainment,bones,Adventure;Drama;Psychological;Sci-Fi;Supernatural,Animals;Post-Apocalyptic;Dystopian;Survival;Werewolf;Snowscape;Primarily Adult Cast,,76.0,77,0,75,10803,0,10803,141,155,7171,107,69,3301,2004-01-23,2004-02-25,,,"After leaving Jagara's keep, the story concludes as Kiba, Tsume, Hige, Toboe, Blue and Cheza struggle to finish their journey to Rakuen (Paradise), accompanied by the humans Hubb, Cher and Quent. Darcia confronts the protagonists at last. The secrets of his mysterious existence and Cheza's true form are revealed in this finale. <br><br> (Source: Anime News Network)",JP,True,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/1023.jpg,#86bbe4,,,,Kiba;Tsume;Hige;Toboe;Cheza,Keiko Nobumoto (Original Creator);Tensai Okamura (Director);Toshihiro Kawamoto (Character Design);Shinji Aramaki (Mechanical Design);Makoto Kamada (Title Logo Design),,False,,https://anilist.co/anime/1023,1755404192,2025-08-17T04:33:26.901661+00:00,anilist
242,242.0,Gokusen,The Gokusen,ごくせん,Gokusen,TV,13.0,23,FINISHED,MANGA,WINTER 2004,2004,MADHOUSE;VAP;Media Blasters;NYAV Post,MADHOUSE,Comedy;Drama;Slice of Life,Yakuza;School;Delinquents;Teacher;Tomboy;Episodic;Female Protagonist;Primarily Male Cast;Josei;Football,,71.0,72,0,0,10151,0,10151,156,413,4521,243,241,4733,2004-01-06,2004-03-30,,,"Kumiko ""Yankumi"" Yamaguchi enters Shirokin High School to become a math teacher. She's assigned as the homeroom teacher for class 2-4, populated by a gang of delinquents.  At first, the class tries everything to rattle her cage, but to no avail. In a short period of time, Yankumi gains the respect of the class. But what the school doesn't know is that she's the heir to the Oedo Group, a powerful yakuzan clan. So while Yankumi struggles to excel in her career as a teacher, she must also keep her yakuza background a secret.<br> <br> (Source: Media Blasters)",JP,True,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b242-gR6cc2RIa7BJ.png,#e44386,,,,Kumiko Yamaguchi;Shin Sawada;Teruo Kumai;Haruhiko Uchiyama;Tomoya Shinohara,Kozueko Morimoto (Original Creator);Yuuzou Satou (Director);Yasuko Kobayashi (Series Composition);Yoshinori Kanemori  (Character Design);Kazuhiro Takahashi (Art Director),Official Site;Official Site,False,,https://anilist.co/anime/242,1755347809,2025-08-17T04:33:26.901695+00:00,anilist
222,222.0,MEZZO,Mezzo,MEZZO -メゾ-,MEZZO,TV,13.0,25,FINISHED,ORIGINAL,WINTER 2004,2004,Arms;Sentai Filmworks;Happinet Pictures;Memory-Tech;Studio Pierrot,Arms,Action;Adventure;Comedy;Mystery;Sci-Fi,Police;Guns;Martial Arts;Urban;Dystopian;Gangs;Episodic;Found Family;Ensemble Cast;Revenge,,62.0,63,0,0,5719,0,5719,54,233,1982,160,208,3136,2004-01-04,2004-03-28,,,"Mikura, Kurokawa, and Harada are the 3 members of the Danger Service Agency (DSA). Mikura is the brawns of the group, Harada is the brains, and Kurokawa is just a bitter ex-cop that likes to think he's in charge. They'll take on any job as long as it involves lots of danger and, of course, money. If you want to live long enough to eat dinner, you better not cross them. Their biggest case, however, could prove to be finding out why someone wants Kurokawa assassinated. <br><br> (Source: Anime News Network) ",JP,True,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx222-AWGEcDS0VacZ.png,#f1bb50,https://s4.anilist.co/file/anilistcdn/media/anime/banner/222-PT0G4Rt9Z28C.jpg,,,Mikura Suzuki;Tomohisa Harada;Kenichi Kurokawa;Asami Igarashi;Mugiyama Sayoki,"Yasuomi Umetsu (Director);Yasuomi Umetsu (Character Design);Akira Itou (Art Director);Jin-Ho Jeong (Producer (English));Yuuki Itou (Key Animation (OP, eps 1, 10, 13))",Official Site;HIDIVE,False,Mezzo Danger Service Agency;Mezzo DSA,https://anilist.co/anime/222,1755388821,2025-08-17T04:33:26.901729+00:00,anilist
1259,1259.0,Saint Seiya: Tenkai-hen Josou - overture,Saint Seiya: The Heaven Chapter - Overture,聖闘士星矢 天界編 序奏 ~overture~,Saint Seiya: Tenkai-hen Josou - overture,MOVIE,1.0,80,FINISHED,ORIGINAL,WINTER 2004,2004,Toei Animation,Toei Animation,Adventure;Sci-Fi,Shounen;Mythology;Astronomy;Super Power;Gods;Primarily Male Cast;Male Protagonist;Conspiracy;Amnesia,,68.0,68,0,0,5486,0,5486,72,89,4152,40,56,1149,2004-02-14,2004-02-14,,,"After the Saints' victory against Hades, Seiya is left wounded and motionless in a wheel chair with no possible chance of recovery. Athena's sister Artemis, the Virgin Goddess of the Moon and twin sister of Apollo, makes an elaborate proposal - to restore Seiya's physical health in exchange for the supremacy of Sanctuary. Athena accepts and Artemis and her ""Knights of the Sky"" swiftly take control of Sanctuary. Now Seiya and his fellow Bronze Saints combat the forces of Zeus to regain their homeland but it will not be so easy. Bronze Saints Hydra Ichi and Unicorn Jabu, and Silver Saint Ophiuchus Shaina have join forces with Artemis and Apollo. <br><br> (Source: Anime News Network)",JP,True,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx1259-To3xqSUc49gn.jpg,#e4c943,https://s4.anilist.co/file/anilistcdn/media/anime/banner/1259-HIOmnwoJPrme.jpg,,,Seiya;Shun;Hyoga;Shiryu;Ikki,Masami Kurumada (Original Creator);Shigeyasu Yamauchi (Director);Morio Hatano (Assistant Director);Yukiko Iijima (Art Director);Seiji Yokoyama (Music),,False,Saint Seiya Tenkai-hen: Overture;Os Cavaleiros do Zodíaco: Prólogo do Céu,https://anilist.co/anime/1259,1755375395,2025-08-17T04:33:26.901763+00:00,anilist
741,741.0,Sensitive Pornograph,,センシティブ・ポルノグラフ,Sensitive Pornograph,OVA,1.0,31,FINISHED,MANGA,WINTER 2004,2004,Phoenix Entertainment;Digital Works;Slash,Slash,Drama;Hentai;Romance;Slice of Life,Boys' Love;LGBTQ+ Themes;Primarily Adult Cast;Primarily Male Cast;Male Protagonist;Nakadashi;Anal Sex;Handjob;Human Pet;Fellatio,,57.0,57,0,0,4397,0,4397,35,28,3703,21,62,583,2004-12-20,2004-12-20,,,"Featuring two short stories, the first is about two manga-ka  with a ten year age difference, Seiji Yamada and Sono Hanasaki and their intimate love life and problems. The second story is about the strange incident that happens to pet-sitter Ueno when he goes to take care of a pet rabbit named Aki, who he finds out is actually a human man. <br><br> (Source: Anime News Network)",JP,True,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx741-93guPa9Fj7zk.jpg,#e47843,https://s4.anilist.co/file/anilistcdn/media/anime/banner/741-Cx5Xn39rOfbH.jpg,,,Sono Hanasaki;Seiji Yamada;Aki Ayamatsu;Kouji Ueno,Sakurako Gokurakuin (Original Creator);Tomohiro Yoshida (Sound Director),,True,,https://anilist.co/anime/741,1755345729,2025-08-17T04:33:26.901800+00:00,anilist
645,645.0,Hikaru no Go: Hokuto Hai e no Michi,,ヒカルの碁 北斗杯への道,Hikaru no Go: Hokuto Hai e no Michi,SPECIAL,1.0,77,FINISHED,MANGA,WINTER 2004,2004,Studio Pierrot;Dentsu,Studio Pierrot,Sports;Supernatural,Shounen;Male Protagonist;Primarily Male Cast;Go;Coming of Age;Ghost,,75.0,76,0,0,4290,0,4290,22,80,2996,38,42,1134,2004-01-03,2004-01-03,,,"Hikaru is given a phone call asking him to appear in the Japan/China/Korea Junior's Tournament but he finds out he will have to take place in a preliminary tournament to choose Japan's three contestants. Upon discussing this with Akira, he discovers that Akira has already been chosen for the tournament and will not be taking place in the preliminaries. Hikaru then decides not to visit Akira's Go Salon until he takes his place on the team with Akira. That may be tougher than originally planned, as not only does Hikaru have to battle with old friends for one of two coveted spots, but he may have a new challenger, in a promising player from the Kansai Go Institute. <br><br> (Source: Anime News Network)",JP,True,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx645-pyWfd1NkNDdB.png,#e4a135,,,,Hikaru Shindou;Akira Touya;Akari Fujisaki;Yuuki Mitani;Yoshitaka Waya,Yumi Hotta (Original Creator);Takeshi Obata (Original Character Design);Tetsuya Endou (Director);Minako Shiba (Character Design);Sawako Takagi (Art Director),,False,Hikaru no Go: Journey to the North Star Cup,https://anilist.co/anime/645,1755394505,2025-08-17T04:33:26.901832+00:00,anilist
2514,2514.0,Meitantei Conan: Conan to Kid to Crystal Mother,Case Closed: Conan and Kid and Crystal Mother,名探偵コナン: コナンとキッドとクリスタルマザー,Meitantei Conan: Conan to Kid to Crystal Mother,OVA,1.0,25,FINISHED,MANGA,WINTER 2004,2004,TMS Entertainment,,Adventure;Mystery,Trains;Male Protagonist;Shounen;Age Regression;Police;Detective,,71.0,72,0,0,4240,0,4240,22,100,3345,33,45,717,2004-03-03,2004-03-03,,,"Kaito and Aoko are traveling on a train along with Aoko`s father, Inspector Nakamori, in attempts to help stop Kaitou KID from stealing a precious gem known as Crystal Mother. Little do Aoko and Inspector Nakamori know that Kaito is Kaitou KID and he will do whatever it takes to retrieve the gem. Unfortunately for Kaito, he is also being followed by Conan and a little boy named Philip who will do anything to stop him. <br><br> (Source: Anime News Network) <br><br>",JP,True,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/2514.jpg,#e4bb0d,,,,Conan Edogawa;Kaito Kuroba;Selizabeth;Ran Mouri;Aoko Nakamori,Gosho Aoyama (Original Creator);Yasuo Urakami (Sound Director);Mieko Hosoi (Key Animation);Masahiko Yoda (Key Animation);Yukiko Akiyama (Key Animation),,False,Detective Conan: Conan to Kid to Crystal Mother,https://anilist.co/anime/2514,1755394505,2025-08-17T04:33:26.901864+00:00,anilist
